ds,yhat,yhat_lower,yhat_upper
2026-08-23 12:00:00,31.667117942686858,29.764059136560356,33.55366127821075
2026-08-23 13:00:00,32.337202916129236,30.358945818142296,34.263097839473424
2026-08-23 14:00:00,31.91426086968557,30.059215626550944,33.758662104996915
2026-08-23 15:00:00,30.59982795180235,28.547448755651555,32.31674805738552
2026-08-23 16:00:00,29.083610941880472,27.244444114005063,30.873566990245596
2026-08-23 17:00:00,28.05953146254016,26.183886938842157,29.853515877451027
2026-08-23 18:00:00,27.795898091299044,26.009607837931277,29.818519204981893
2026-08-23 19:00:00,28.060887737924062,26.243298435627796,30.005623444062717
2026-08-23 20:00:00,28.382754657168963,26.537101720837374,30.312523085700153
2026-08-23 21:00:00,28.377014206554584,26.46137849915037,30.244577706708984
2026-08-23 22:00:00,27.899522733582565,26.065301727838353,29.800064797404104
2026-08-23 23:00:00,27.00600574048999,25.2138319038502,28.84007998754845
2026-08-24 00:00:00,25.866868972668417,23.906949064731158,27.77076138900887
2026-08-24 01:00:00,24.746939879477708,22.813702040974864,26.619855954770035
2026-08-24 02:00:00,23.99919441798509,22.091692084360762,25.928753404502793
2026-08-24 03:00:00,23.952888642410084,22.086753063628127,25.925729112603314
2026-08-24 04:00:00,24.69714582996066,22.82461730832087,26.598947891278055
2026-08-24 05:00:00,25.939059226877824,24.102607643273746,27.75906610789341
2026-08-24 06:00:00,27.128889011040222,25.30527858204075,28.825638795256033
2026-08-24 07:00:00,27.82997973787881,26.07171225803947,29.6047138250152
2026-08-24 08:00:00,28.054841611580578,26.08310254523809,29.883773798224667
2026-08-24 09:00:00,28.2582045148949,26.30066689457726,30.029530753626236
2026-08-24 10:00:00,28.945133873718856,26.956578350819942,30.900988843014286
2026-08-24 11:00:00,30.197629961461498,28.348472826535353,32.17709774472104
2026-08-24 12:00:00,31.52573611401142,29.595316189696565,33.453734271698714
2026-08-24 13:00:00,32.193412144947274,30.52254163476029,34.17368430395211
2026-08-24 14:00:00,31.768242305893573,29.872873778642994,33.57578695848682
2026-08-24 15:00:00,30.451776967201734,28.694002280129435,32.45475453513551
2026-08-24 16:00:00,28.93373544390048,27.1447249534348,30.727429614251456
2026-08-24 17:00:00,27.908050106164804,26.169124710343997,29.76367438735427
2026-08-24 18:00:00,27.643038407024065,25.686698724281428,29.608383189139698
2026-08-24 19:00:00,27.906884194306407,26.035001709895667,29.886581591004923
2026-08-24 20:00:00,28.227846676733474,26.307873671986776,30.131130765233483
2026-08-24 21:00:00,28.221444154712493,26.353548101874452,30.122412094980337
2026-08-24 22:00:00,27.743533899762074,25.91902490962094,29.73049738602878
2026-08-24 23:00:00,26.849840330980715,24.915815891524097,28.78991988074355
